Civilite;Nom;Prenom;Mandat;Circonscription;Departement;Candidat_parrainage;Date
M;DARMIAN;Jean-Marie;Conseiller/ère départemental-e;;Gironde;HAMON Benoît;2017
M;DAVERDON;Roland;Maire délégué-e;Eclaron-Braucourt-Sainte-Livière;Haute-Marne;HAMON Benoît;2017
Mme;DE COMARMOND;Hélène;Conseiller/ère départemental-e;;Val-de-Marne;HAMON Benoît;2017
M;DEBELY;Frédéric;Maire;Amblans-et-Velotte;Haute-Saône;HAMON Benoît;2017
M;DECHAMBENOIT;Guy;Maire;Magny-Vernois;Haute-Saône;HAMON Benoît;2017
M;DECOBERT;Philippe;Maire;Aiglemont;Ardennes;HAMON Benoît;2017
M;DEHAESE;Olivier;Maire;Acigné;Ille-et-Vilaine;HAMON Benoît;2017
Mme;DEJEANS;Monique;Membre élu-e de l'assemblée des Français de l'étranger;;Français de l'étranger;HAMON Benoît;2017
M;DELAFONT;Gérard;Maire;Saint-Sulpice-le-Dunois;Creuse;HAMON Benoît;2017
Mme;DELAFONTAINE;Anne-Claire;Maire;Mouy;Oise;HAMON Benoît;2017
M;DELCOURT;Guy;Député-e;3e;Pas-de-Calais;HAMON Benoît;2017
M;DELNEF;Pascal;Conseiller/ère départemental-e;;Somme;HAMON Benoît;2017
M;DELPEYRAT-VINCENT;Stéphane;Maire;Saint-Aubin;Landes;HAMON Benoît;2017
M;DELPOUX;Dominique;Maire;Les Bordes;Indre;HAMON Benoît;2017
M;DEMERSSEMAN;Gilles;Conseiller/ère régional-e;Bourgogne-Franche-Comté;Yonne;HAMON Benoît;2017
M;DEMONET;Ghislain;Maire;Blainville-sur-l'Eau;Meurthe-et-Moselle;HAMON Benoît;2017
M;DENARD;Jean-Paul;Maire;Cazarilh-Laspènes;Haute-Garonne;HAMON Benoît;2017
M;DENIER;Guy;Conseiller/ère départemental-e;;Charente-Maritime;HAMON Benoît;2017
Mme;DENIS;Frédérique;Conseiller/ère départemental-e;;Seine-Saint-Denis;HAMON Benoît;2017
M;DENIZOT;Alain;Maire;Avermes;Allier;HAMON Benoît;2017
M;DENOIT;Jean-Louis;Maire;Viviez;Aveyron;HAMON Benoît;2017
M;DENOST;Robert;Maire;Saint-Vincent-Jalmoutiers;Dordogne;HAMON Benoît;2017
M;DENOUVION;Victor;Conseiller/ère départemental-e;;Haute-Garonne;HAMON Benoît;2017
Mme;DEPIERRE;Valérie;Conseiller/ère régional-e;Bourgogne-Franche-Comté;Jura;HAMON Benoît;2017
Mme;DEXPERT;Isabelle;Conseiller/ère départemental-e;;Gironde;HAMON Benoît;2017
M;DEZEMPTE;Alain;Maire;Rives;Isère;HAMON Benoît;2017
M;DIALLO;Mamadou;Conseiller/ère départemental-e;;Seine-Maritime;HAMON Benoît;2017
Mme;DIALLO;Tacko;Conseiller/ère départemental-e;;Seine-Maritime;HAMON Benoît;2017
Mme;DISCHBEIN;Annick;Conseiller/ère départemental-e;;Essonne;HAMON Benoît;2017
M;DIVO;Christian;Maire;Lauraët;Gers;HAMON Benoît;2017
Mme;DOMBRE COSTE;Fanny;Député-e;3e;Hérault;HAMON Benoît;2017
M;DORE;Arnaud;Maire;Cazaux-Layrisse;Haute-Garonne;HAMON Benoît;2017
M;DORTHE;Philippe;Conseiller/ère régional-e;Nouvelle-Aquitaine;Gironde;HAMON Benoît;2017
Mme;DOUCET;Sandrine;Député-e;1er;Gironde;HAMON Benoît;2017
M;DOUSSINE;Roger;Maire;Saint-Vincent;Pyrénées-Atlantiques;HAMON Benoît;2017
M;DOUX;Pierre;Maire;Labarthe;Gers;HAMON Benoît;2017
M;DRAPEAU;Jean-Luc;Maire;Azay-le-Brûlé;Deux-Sèvres;HAMON Benoît;2017
M;DREUIL;Jean;Maire;Sérignac-sur-Garonne;Lot-et-Garonne;HAMON Benoît;2017
M;DROIN;Jean-Fred;Conseiller/ère départemental-e;;Dordogne;HAMON Benoît;2017
M;DROUIN;René;Maire;Moyeuvre-Grande;Moselle;HAMON Benoît;2017
M;DUBERNET;Jean-Pierre;Maire;Saint-Vivien-de-Médoc;Gironde;HAMON Benoît;2017
M;DUBOSCLARD;Hervé;Maire délégué-e;Erdre-en-Anjou;Maine-et-Loire;HAMON Benoît;2017
Mme;DUCHEMANN;Yvette;Conseiller/ère départemental-e;;La Réunion;HAMON Benoît;2017
M;DUFAU;Jean-Pierre;Député-e;2e;Landes;HAMON Benoît;2017
M;DUFFAU;Jean-Claude;Maire;Ayzieu;Gers;HAMON Benoît;2017
Mme;DUFFAUD;Laurence;Conseiller/ère régional-e;Bretagne;Ille-et-Vilaine;HAMON Benoît;2017
M;DUFORESTEL;Pascal;Conseiller/ère régional-e;Nouvelle-Aquitaine;Deux-Sèvres;HAMON Benoît;2017
M;DUMONT;Bernard;Maire;Eybouleuf;Haute-Vienne;HAMON Benoît;2017
Mme;DUMONT;Laurence;Député-e;2e;Calvados;HAMON Benoît;2017
Mme;DUMOULIN;Brigitte;Conseiller/ère départemental-e;;Loire;HAMON Benoît;2017
M;DUPESSEY;Christian;Maire;Annemasse;Haute-Savoie;HAMON Benoît;2017
M;DUPONT;Bernard;Maire;Labatut;Landes;HAMON Benoît;2017
M;DUPOUY;Francis;Maire;Maignaut-Tauzia;Gers;HAMON Benoît;2017
M;DUPRAZ;Christian;Conseiller/ère régional-e;Occitanie;Hérault;HAMON Benoît;2017
Mme;DUPRE-GODFREY;Monique;Maire;Lissac;Ariège;HAMON Benoît;2017
Mme;DUPUY-MITTERRAND;Elisabeth;Maire;Sion;Gers;HAMON Benoît;2017
M;DURAN;Alain;Maire;Arnave;Ariège;HAMON Benoît;2017
M;DURAND;Jean-Luc;Conseiller/ère départemental-e;;Aude;HAMON Benoît;2017
Mme;DURQUETY;Rachel;Conseiller/ère départemental-e;;Landes;HAMON Benoît;2017
Mme;DUTARTE;Caroline;Conseiller/ère départemental-e;;Seine-Maritime;HAMON Benoît;2017
M;DUTECH;Michel;Maire;Nailloux;Haute-Garonne;HAMON Benoît;2017
M;EMMANUELLI;Henri;Député-e;3e;Landes;HAMON Benoît;2017
M;EMON;Jacky;Conseiller/ère régional-e;Nouvelle-Aquitaine;Charente-Maritime;HAMON Benoît;2017
M;ERNST;Antoine;Maire;Léning;Moselle;HAMON Benoît;2017
M;ESPINOSA;Daniel;Maire;Eaunes;Haute-Garonne;HAMON Benoît;2017
M;FABRE;Jean-Michel;Conseiller/ère départemental-e;;Haute-Garonne;HAMON Benoît;2017
M;FAGNEN;Sébastien;Conseiller/ère départemental-e;;Manche;HAMON Benoît;2017
M;FAIVRE;Alain;Maire;Trébeurden;Côtes-d'Armor;HAMON Benoît;2017
M;FALCONNET;Thierry;Maire;Chenôve;Côte-d'Or;HAMON Benoît;2017
M;FALIP;Jean-Luc;Conseiller/ère départemental-e;;Hérault;HAMON Benoît;2017
M;FAM;Henri;Maire;Arzacq-Arraziguet;Pyrénées-Atlantiques;HAMON Benoît;2017
M;FEDIEU;Dominique;Conseiller/ère départemental-e;;Gironde;HAMON Benoît;2017
Mme;FELIX;Irène;Conseiller/ère départemental-e;;Cher;HAMON Benoît;2017
M;FERAUD;Rémi;Membre du Conseil de Paris;;Paris;HAMON Benoît;2017
M;FERLAY;Aurélien;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Drôme;HAMON Benoît;2017
M;FERRARI;Christophe;Maire;Le Pont-de-Claix;Isère;HAMON Benoît;2017
Mme;FILLEUL;Martine;Conseiller/ère départemental-e;;Nord;HAMON Benoît;2017
Mme;FILOCHE;Léa;Membre du Conseil de Paris;;Paris;HAMON Benoît;2017
M;FLANDRIN;Marcel;Maire délégué-e;La Ferté Macé;Orne;HAMON Benoît;2017
M;FLEURY;Pascal;Maire;Montauville;Meurthe-et-Moselle;HAMON Benoît;2017
